af	en	0
as	en	1
ba	bs	1
bi	fr	1
bo	es	1
bw	en	1
by	ru	1
cf	fr	1
cm	fr	1
dj	fr	1
dz	fr	1
er	en	1
fj	en	1
gq	es	1
gu	en	1
ht	fr	1
ie	en	1
il	he	1
il	en	0
im	en	1
ke	en	1
kg	ru	1
ki	en	1
km	fr	1
kz	ru	1
la	en	0
la	fr	0
li	de	1
lk	en	0
ls	en	1
lu	fr	1
ma	fr	1
mg	mg	1
mh	en	1
mw	en	1
na	en	1
ng	en	1
nr	en	1
nu	en	1
pf	fr	1
pg	en	1
pw	en	1
py	es	1
rw	en	1
sd	en	0
sn	fr	1
so	it	0
so	en	0
sy	ar	1
sz	en	1
tl	pt	1
td	fr	0
tn  fr  0
tz	en	1
ug	en	1
ws	en	1
zw	en	1
